epoch,beta,train_loss,train_reconstruction_loss,train_kl_unnormalized,train_kl_normalized
1,0.0,0.0467761005461216,0.0467761005461216,14.350067253112792,0.010242731800937039
2,0.08,0.04551716461777687,0.041594555228948595,68.69471923828125,0.04903263328927998
3,0.16,0.041614103317260745,0.03919682696461677,21.166278610229494,0.015107979022290859
4,0.24,0.038582033216953276,0.0343223013728857,24.86618408203125,0.017748882285532654
5,0.32,0.0351413157582283,0.027098781317472457,35.21122177124023,0.02513292060759474
6,0.4,0.03156611524522304,0.024429526031017303,24.995904006958007,0.01784147323837117
7,0.48,0.02832878887653351,0.0221686016023159,17.98004753112793,0.01283372414784292
8,0.56,0.02610715165734291,0.02114846237003803,12.405577430725097,0.008854801877748108
9,0.64,0.024074757546186445,0.017628362327814104,14.111563034057617,0.0100724932434387
10,0.72,0.022372649535536766,0.01674979418516159,10.941138648986817,0.007809520805843552
11,0.8,0.022032231763005256,0.01660961367189884,9.496360301971436,0.006778272877923937
12,0.88,0.021327201426029205,0.014732752069830895,10.498663902282715,0.007493693006625778
13,0.96,0.020944184511899947,0.01444189004600048,9.489286708831788,0.0067732239177957084
14,1.0,0.021202746257185937,0.01597019538283348,7.3308043289184575,0.0052325512697490775
15,1.0,0.02043406166136265,0.014785163067281247,7.9141065216064455,0.005648898302360061
16,1.0,0.02026398606598377,0.01446108341217041,8.129866886138917,0.005802902845209791
17,1.0,0.019114094600081444,0.013159826286137105,8.341930427551269,0.005954268684904546
18,1.0,0.018871600404381753,0.014397371746599674,6.268394813537598,0.004474228988963311
19,1.0,0.01900608517229557,0.015183734819293021,5.355113716125488,0.003822350975107415
20,1.0,0.018282146379351615,0.012995744124054909,7.406249771118164,0.005286402406222815
21,1.0,0.01878877028822899,0.013151497878134251,7.897818145751953,0.005637272052642365
22,1.0,0.01819869700819254,0.013255916684865952,6.924835433959961,0.004942780466780843
23,1.0,0.018263315707445146,0.013709351457655429,6.380103607177734,0.0045539640308192245
24,1.0,0.018414714485406877,0.013301174417138099,7.164069900512695,0.005113540257325264
25,1.0,0.01802870459854603,0.013375727012753486,6.518821773529052,0.004652977711298396
26,0.0,0.012433837354183196,0.012433837354183196,7.203810157775879,0.005141905894201199
27,0.08,0.012507653050124645,0.011796702332794666,12.450523376464844,0.008886883209468125
28,0.16,0.012259702868759633,0.010618272237479687,14.372779388427734,0.010258943175180396
29,0.24,0.0123343625664711,0.009849538914859296,14.50515884399414,0.010353432436826652
30,0.32,0.013076696395874023,0.009456882402300835,15.847997665405273,0.011311918390724677
31,0.4,0.013936011120676994,0.009294047206640243,16.25847671508789,0.011604908433324691
32,0.48,0.014070936664938926,0.009723952673375606,12.687760238647462,0.009056217158206611
33,0.56,0.014535154215991497,0.010800600834190845,9.343051567077637,0.0066688448016257226
34,0.64,0.015237408354878426,0.010799388661980628,9.715103454589844,0.006934406462947783
35,0.72,0.014754316657781602,0.010410480760037899,8.452380924224853,0.006033105584742936
36,0.8,0.015895170122385026,0.011770046539604664,7.224122772216797,0.005156404548334615
37,0.88,0.016539803892374038,0.011623927429318427,7.826298599243164,0.005586223125798119
38,0.96,0.016369689851999283,0.010726814605295659,8.235070838928223,0.005877994888599731
39,1.0,0.01633975561708212,0.01102033793926239,7.452503967285156,0.005319417535535443
40,1.0,0.016889609098434448,0.012391895204782486,6.301297569274903,0.004497714182209067
41,1.0,0.015883754119277,0.01133188173174858,6.377173175811768,0.004551872359608685
42,1.0,0.015736853294074534,0.010807122550904751,6.906553421020508,0.004929731207009642
43,1.0,0.01556063700467348,0.011126079894602299,6.2128145790100096,0.004434557158465389
44,1.0,0.015481899306178094,0.011468001641333103,5.623471450805664,0.004013898251824172
45,1.0,0.015293049439787865,0.011104017458856107,5.868833866119385,0.0041890320243535934
46,1.0,0.015138744488358497,0.010658595524728299,6.2766891288757325,0.0044801492711461334
47,1.0,0.015238940864801407,0.010787113606929778,6.237009830474854,0.004451827145235442
48,1.0,0.015215779319405556,0.010536085292696952,6.556251316070557,0.004679694015753431
49,1.0,0.015414977222681045,0.011038982905447484,6.130767917633056,0.004375994231001467
50,1.0,0.015741416737437248,0.010920208357274532,6.754513206481934,0.0048212085699371405
51,0.0,0.009874514788389206,0.009874514788389206,7.925730152130127,0.005657194969400519
52,0.08,0.009373965039849282,0.008715582080185413,11.529933013916015,0.008229788018498226
53,0.16,0.009950138553977013,0.008257772438228131,14.818780517578125,0.010577288021112153
54,0.24,0.010405087023973464,0.007569618001580239,16.55205078125,0.011814454519093505
55,0.32,0.011438472121953964,0.007582784034311772,16.88068389892578,0.012049024910011264
56,0.4,0.011812343634665013,0.007384070735424757,15.510026931762695,0.011070683034805635
57,0.48,0.01240125846117735,0.008240284398198128,12.144843368530273,0.008668696194525535
58,0.56,0.01237013503909111,0.008378992527723313,9.984983596801758,0.007127040397431662
59,0.64,0.012837502919137479,0.008871448878198861,8.681940002441406,0.006196959316517777
60,0.72,0.013132285922765732,0.008915306944400072,8.20553840637207,0.0058569153507295295
61,0.8,0.013778137862682343,0.009532894603908063,7.434482269287109,0.005306554082289157
62,0.88,0.013900401890277863,0.00954755026847124,6.929937591552735,0.004946422263777827
63,0.96,0.01416096042841673,0.009366439208388328,6.997004432678223,0.004994292956943771
64,1.0,0.014747787788510323,0.010017297863960266,6.62741641998291,0.0047304899500234905
65,1.0,0.014248288199305535,0.009779563434422016,6.260683517456055,0.004468724851860139
66,1.0,0.014030613973736762,0.009504488669335842,6.341102046966553,0.004526125658077482
67,1.0,0.014136861152946949,0.009486125782132149,6.51568042755127,0.0046507354943263884
68,1.0,0.014002637825906277,0.009823519773781299,5.854944152832031,0.004179117882107088
69,1.0,0.014029689691960811,0.00965525396168232,6.12858470916748,0.004374435909470007
70,1.0,0.014043579921126365,0.009619675800204277,6.197889556884766,0.00442390403774787
71,1.0,0.01454199142754078,0.010204850398004055,6.076334648132324,0.004337141076468468
72,1.0,0.014165314808487893,0.009461687877774239,6.589781417846679,0.0047036269934665805
73,1.0,0.01409769669175148,0.00929820816963911,6.724083595275879,0.004799488647591633
